,text,aae_count,detoxify_original_score,detoxify_unbiased_score,textblob_score,vader_score,clean_text
720,movie (because i gotta be honest mine,0,0.0008447003201581538,0.0004700931895058602,0.6,0.0,movie because i gotta be honest mine
721,suspense mystery thriller that demands,0,0.0007232970092445612,0.0007210180629044771,0.0,0.0,suspense mystery thriller that demands
722,that's happening on-screen and the,0,0.0008203557226806879,0.00038459390634670854,0.0,0.0,that's happening onscreen and the
723,everything that's happening on screen is,1,0.0009020877187140286,0.0005294519360177219,0.0,0.0,everything that's happening on screen is
724,likeable and you want to see them be,0,0.001836573239415884,0.0020220002625137568,0.0,0.0,likeable and you want to see them be
725,is fantastic as jeff; he has this,0,0.0006283059483394027,0.0005681850598193705,0.4,0.0,is fantastic as jeff he has this
726,soft-spoken and calm but still very,0,0.0006763096898794174,0.0008871969184838235,0.25,0.0,softspoken and calm but still very
727,towards people and he doesn't say very,0,0.0007051413995213807,0.009671120904386044,0.2,0.0,towards people and he doesn't say very
728,"hatred or contempt, he does it because he",0,0.0869700089097023,0.05881524085998535,0.0,0.571,hatred or contempt he does it because he
729,especially when he's trying to convince,0,0.0007761745946481824,0.0005870761233381927,0.0,0.0,especially when he's trying to convince
730,across the street murdered his wife! i,0,0.4256622791290283,0.286995530128479,0.0,0.439,across the street murdered his wife i
731,in the most dire of circumstances),0,0.0006872385274618864,0.0003553564311005175,0.5,0.397,in the most dire of circumstances
732,at his own expense and also take,0,0.005150731187313795,0.0009596134186722338,0.6,0.0,at his own expense and also take
733,so that you can remain calm and,0,0.0007537374040111899,0.001051311381161213,0.30000000000000004,0.0,so that you can remain calm and
734,"the investigation, but his arc in particular-",0,0.0006312088225968182,0.0003507557848934084,0.16666666666666666,0.0,the investigation but his arc in particular
735,course of the movie was probably the,0,0.0007318722200579941,0.00042877395753748715,0.0,0.0,course of the movie was probably the
736,"at the beginning, he's so detached from everyone",0,0.00078661396401003,0.0005302585195749998,0.0,0.221,at the beginning he's so detached from everyone
737,"that as he's spying on his neighbours,",1,0.0013464861549437046,0.0030819219537079334,0.0,0.0,that as he's spying on his neighbours
738,supposedly having a much better life,0,0.0035329756792634726,0.0055732931941747665,0.5,0.0,supposedly having a much better life
739,he is and the more and more that he,0,0.024130804464221,0.0006493255496025085,0.5,0.0,he is and the more and more that he
740,the more he begins to see the other,0,0.001077988650649786,0.00040022461325861514,0.1875,0.0,the more he begins to see the other
741,between and he sees them experiencing,0,0.0007428033277392387,0.0004138968652114272,0.0,0.0,between and he sees them experiencing
742,their lives and it makes him acknowledge,0,0.0008972837822511792,0.0005729008698835969,0.0,0.0,their lives and it makes him acknowledge
743,suffering in some capacity and it makes,1,0.005460485816001892,0.0007896285969763994,0.0,0.341,suffering in some capacity and it makes
744,people in his life to the point where he,0,0.0007655938970856369,0.000651695707347244,0.0,0.0,people in his life to the point where he
745,"investigation, trust them with the fact",1,0.000665633415337652,0.00045764714013785124,0.0,0.0,investigation trust them with the fact
746,lives in order to help them prove that,0,0.0013583377003669739,0.003185905748978257,0.0,0.0,lives in order to help them prove that
747,alfred hitchcock actually uses,0,0.000739076582249254,0.000982594327069819,0.0,0.0,alfred hitchcock actually uses
748,we make assumptions of other people,0,0.0007604478159919381,0.0004908019327558577,-0.125,0.0,we make assumptions of other people
749,were proven wrong! jimmy stewart in this,1,0.0015839679399505258,0.01583992689847946,-0.625,0.361,were proven wrong jimmy stewart in this
750,that his girlfriend is too good for him,1,0.028506293892860413,0.005019499454647303,0.7,0.0,that his girlfriend is too good for him
751,and is much more into fashion compared,0,0.0006809867918491364,0.00046660026418976486,0.5,0.0,and is much more into fashion compared
752,adventurous lifestyle-which she says to,0,0.0006069037481211126,0.0004100229707546532,0.5,0.0,adventurous lifestylewhich she says to
753,try that out and also calls him out for,0,0.011718092486262321,0.002215478802099824,0.0,0.0,try that out and also calls him out for
754,her own side of life! it isn't until they,0,0.05249548330903053,0.002253146143630147,0.75,0.0,her own side of life it isn't until they
755,murder suspect is leaving behind that,1,0.024768540635704994,0.02797352895140648,-0.4,0.633,murder suspect is leaving behind that
756,prove and grace kelly,0,0.0009036921546794474,0.01089886762201786,0.0,0.0,prove and grace kelly
757,"smart, honest, dignified woman who would",1,0.0017785659292712808,0.004636108409613371,0.40714285714285714,0.0,smart honest dignified woman who would
758,meant digging up clues and providing,0,0.0006507606594823301,0.0009239638457074761,0.0,0.0,meant digging up clues and providing
759,she's such a surprisingly well-written,0,0.0013536788756027818,0.014805981889367104,0.35,0.0,she's such a surprisingly wellwritten
760,based on the success of this movie that,1,0.0006310720345936716,0.00046060921158641577,0.3,0.0,based on the success of this movie that
761,characters like her in that time period!,1,0.0009678330388851464,0.0005079213879071176,0.0,0.0,characters like her in that time period
762,the nurse-i was kind of hoping she would be,0,0.0010757743148133159,0.0024345649871975183,0.6,0.0,the nursei was kind of hoping she would be
763,some levity to the subject matter by,1,0.0006948455702513456,0.0007766088820062578,-0.16666666666666666,0.0,some levity to the subject matter by
764,who is kind of jimmy stewart's confidant;,1,0.001373552018776536,0.03401457145810127,0.6,0.0,who is kind of jimmy stewart's confidant
765,majority of the movie but is,0,0.0006848912453278899,0.0005572280497290194,0.0,0.0,majority of the movie but is
766,which is what makes them a nice duo and,1,0.0006561182672157884,0.0004267611657269299,0.6,0.0,which is what makes them a nice duo and
767,instantly denies his suspicions to,0,0.001107352669350803,0.0004819953173864633,0.0,0.639,instantly denies his suspicions to
768,more-and-more focus on the clues and the,1,0.0006679259240627289,0.00038161923293955624,0.0,0.0,moreandmore focus on the clues and the
769,the stakeout! now i haven't seen every,0,0.01654253713786602,0.004313010256737471,0.0,0.0,the stakeout now i haven't seen every
770,"ones that i have, i could use some",1,0.0006990299443714321,0.00415214104577899,0.0,0.0,ones that i have i could use some
771,true when people say that this is him at,0,0.0006686580600216985,0.0010541812516748905,0.35,0.0,true when people say that this is him at
772,he can to put the put the audience and,0,0.0030392392072826624,0.000639927398879081,0.0,0.0,he can to put the put the audience and
773,order to raise the tension and make you,1,0.0012132545234635472,0.003169990610331297,0.0,0.247,order to raise the tension and make you
774,that jimmy stewart lives in is the only,1,0.01052458118647337,0.05141909420490265,0.0,0.0,that jimmy stewart lives in is the only
775,angles in this movie only come from his,1,0.0006497857975773513,0.0019811447709798813,0.0,0.0,angles in this movie only come from his
776,"you're in his mindset, like you're",0,0.28289371728897095,0.0344921313226223,0.0,0.0,you're in his mindset like you're
777,control the situation and i especially,0,0.0013644950231537223,0.0004232328792568296,0.0,0.0,control the situation and i especially
778,people with his own eyes and through his,2,0.0019766543991863728,0.0026444080285727978,0.6,0.0,people with his own eyes and through his
779,of scope based on the geography of the,2,0.0005864578415639699,0.00034765969030559063,0.0,0.0,of scope based on the geography of the
780,is from the other neighbours; if the,0,0.0007931726868264377,0.001070906175300479,-0.125,0.0,is from the other neighbours if the
781,"spying on them with binoculars, they're",2,0.012213257141411304,0.055398620665073395,0.0,0.0,spying on them with binoculars they're
782,and sound effects are a lot louder! but,0,0.0009284813422709703,0.0004151809844188392,0.5,0.0,and sound effects are a lot louder but
783,especially as he's spying on the murder,1,0.00558293703943491,0.020260866731405258,0.0,0.439,especially as he's spying on the murder
784,"comparison, you can hear absolutely",0,0.0007006113301031291,0.0024782256223261356,0.2,0.0,comparison you can hear absolutely
785,it a lot more mysterious! and one thing,0,0.0006498551811091602,0.000346028886269778,0.25,0.0,it a lot more mysterious and one thing
786,direction of the murder suspect is that,0,0.0009848595364019275,0.01689702644944191,0.0,0.58,direction of the murder suspect is that
787,"his wife, they're often in 'frames within a",0,0.0008143166196532547,0.001671571284532547,0.0,0.0,his wife they're often in 'frames within a
788,raymond burr) will be in this one living,0,0.0009040430886670947,0.0009772730991244316,0.0,0.0,raymond burr will be in this one living
789,then in the other window you can see the,0,0.0007982631796039641,0.00039316515903919935,-0.125,0.0,then in the other window you can see the
790,separation and the tension of that,0,0.0007010975386947393,0.0009240280487574637,0.0,0.315,separation and the tension of that
791,"clues, possible motives as to why he",0,0.0006369077018462121,0.00044066758709959686,0.0,0.0,clues possible motives as to why he
792,dialogue whatsoever! there are so many,0,0.0010871243430301547,0.0003828515764325857,0.5,0.0,dialogue whatsoever there are so many
793,jimmy stewart observing characters saying,1,0.0006259513320401311,0.003051724983379245,0.0,0.0,jimmy stewart observing characters saying
794,body language of being so still and,0,0.008539726957678795,0.0008066518930718303,0.0,0.0,body language of being so still and
795,the lifestyles that he thinks other,0,0.0009661875665187836,0.0006564951618202031,-0.125,0.0,the lifestyles that he thinks other
796,have and then only to be proven wrong,0,0.0008426712593063712,0.0007820663158781826,-0.25,0.307,have and then only to be proven wrong
797,think was also there to kind of make it,0,0.000679201737511903,0.0003685920964926481,0.6,0.0,think was also there to kind of make it
798,jimmy stewart was right or wrong about the,1,0.0010652944911271334,0.0020628818310797215,-0.10714285714285715,0.307,jimmy stewart was right or wrong about the
799,"the biggest problem with ""rear window"" is that",1,0.0030113665852695704,0.0009526640642434359,0.0,0.278,the biggest problem with rear window is that
800,predictable and a part of that does come,1,0.000853582751005888,0.00034340572892688215,-0.2,0.0,predictable and a part of that does come
801,"remade, reconceptualized an paid",1,0.0012939020525664091,0.0021347245201468468,0.0,0.0,remade reconceptualized an paid
802,that it's not really this movie's fault,0,0.001178427250124514,0.0012477290583774447,-0.1,0.331,that it's not really this movie's fault
803,you can't really ignore-especially if,0,0.001044797943904996,0.0008671241230331361,0.2,0.0,you can't really ignoreespecially if
804,"movie ""disturbia"" and you're just like",0,0.19661158323287964,0.4958617389202118,0.0,0.0,movie disturbia and you're just like
805,"older people in your life will just say ""no no no, that's from",3,0.0013292876537889242,0.0014766782987862825,0.16666666666666666,0.155,older people in your life will just say no no no that's from
806,"alfred hitchcock's 'rear window', that's",0,0.0012826987076550722,0.0013775186380371451,0.0,0.0,alfred hitchcock's 'rear window' that's
807,blame hitchcock or this movie in,0,0.001043709577061236,0.0017459946684539318,0.0,0.324,blame hitchcock or this movie in
808,"kind of formulaic but at the same time,",1,0.0006633283337578177,0.0014059130335226655,0.19999999999999998,0.0,kind of formulaic but at the same time
809,certain scenes-especially towards the,0,0.0006150045082904398,0.0003291891189292073,0.21428571428571427,0.0,certain scenesespecially towards the
810,express doubts over whether or not,0,0.0007729133940301836,0.0004201570409350097,0.0,0.306,express doubts over whether or not
811,jimmy stewart and grace kelly and it also made,1,0.0009843051666393876,0.005890605505555868,0.0,0.0,jimmy stewart and grace kelly and it also made
812,the middle once they begin to question,0,0.0007865629740990698,0.0007430510595440865,0.0,0.0,the middle once they begin to question
813,felt like there was 20 minutes of extra,0,0.000793619139585644,0.00047176715452224016,0.0,0.0,felt like there was 20 minutes of extra
814,"but that's really about it, ""rear window""",0,0.0008209977531805634,0.000678608485031873,0.2,0.0,but that's really about it rear window
815,best movies! it has some of the best,1,0.0006152419955469668,0.00047553755575791,1.0,0.0,best movies it has some of the best
816,one other one that i want to point out,0,0.000628274807240814,0.0005827670102007687,-0.125,0.0,one other one that i want to point out
817,one of the neighbors and he's always,0,0.0008066645823419094,0.0006803613505326211,0.0,0.0,one of the neighbors and he's always
818,comes directly from that musician,0,0.0007415245636366308,0.0003580657357815653,0.1,0.0,comes directly from that musician
819,feel like a character of its own; when,0,0.0009039143333211541,0.000515767140313983,0.6,0.0,feel like a character of its own when
820,energy but at nighttime there's nothing,0,0.0007924496894702315,0.00042910169577226043,0.0,0.0,energy but at nighttime there's nothing
821,are observing this one murder suspect-,0,0.002323434455320239,0.03051898628473282,0.0,0.633,are observing this one murder suspect
822,raymond burr with almost no dialogue whatsoever!,2,0.0008016675128601491,0.016167541965842247,0.0,0.268,raymond burr with almost no dialogue whatsoever
823,"and a half, you only see him from the",0,0.0008535514352843165,0.0044556413777172565,-0.08333333333333333,0.0,and a half you only see him from the
824,makes him the size of an ant-which also,0,0.12416557222604752,0.04620993882417679,0.0,0.0,makes him the size of an antwhich also
825,"because without spoiling anything, there",0,0.0009627233957871795,0.0016810736851766706,0.0,0.0,because without spoiling anything there
826,absolutely no idea that he's under,1,0.0018949998775497079,0.005699586123228073,-0.1,0.333,absolutely no idea that he's under
827,makes us wonder if that's really the,0,0.0008044657297432423,0.0003872021334245801,0.2,0.0,makes us wonder if that's really the
828,him the entire time or if he,1,0.0009364933357574046,0.0006517255096696317,0.0,0.0,him the entire time or if he
829,some questions about where his wife's,1,0.0008958964608609676,0.0029430449940264225,0.0,0.0,some questions about where his wife's
830,possibilities so many interpretations,0,0.001219098106957972,0.0005315854214131832,0.5,0.0,possibilities so many interpretations
831,"regards to building it's suspense! ""rear",0,0.0008498722454532981,0.0009296374046243727,0.0,0.0,regards to building it's suspense rear
832,"so well written, so well scored that if",0,0.000644798157736659,0.00035270597436465323,0.0,0.0,so well written so well scored that if
833,"service with ""rear window"" on it, give it a",2,0.00101280992385,0.0016097486950457096,0.0,0.0,service with rear window on it give it a
834,"all those reasons, i'm gonna give ""rear window"" 4.5/5! guys, thanks as",0,0.009026214480400085,0.0014184239553287625,0.2,0.0,all those reasons i'm gonna give rear window 455 guys thanks as
835,always for watching! if you have seen,0,0.001280276570469141,0.0006286147399805486,0.0,0.0,always for watching if you have seen
836,below what you thought of it! let me know,0,0.0017622639425098896,0.0009119926253333688,0.0,0.0,below what you thought of it let me know
837,alfred hitchcock movies 'cause i've got,0,0.0008265379001386464,0.004365164320915937,0.0,0.0,alfred hitchcock movies 'cause i've got
838,"with over the course of... well, however",1,0.0006952695548534393,0.0003351535415276885,0.0,0.0,with over the course of well however
839,"case is, let me know in the comments",1,0.0006696748896501958,0.0005692325648851693,0.0,0.0,case is let me know in the comments
840,classic movie reviews and be sure to,0,0.0006223349482752383,0.0004919616621918976,0.3333333333333333,0.0,classic movie reviews and be sure to
841,take care!,0,0.0035836519673466682,0.0018045676406472921,0.0,0.0,take care
842,"saludos, y bienvenidos a earthling cinema. soy su anfitrión, garyx wormuloid. el artefacto",0,0.22369860112667084,0.3760559856891632,0.0,0.0,saludos y bienvenidos a earthling cinema soy su anfitrión garyx wormuloid el artefacto
843,"de esta semana es mad max: fury road, el cuarto filme en la serie y el primero que",2,0.0021758810617029667,0.018953554332256317,-0.625,0.301,de esta semana es mad max fury road el cuarto filme en la serie y el primero que
844,no tiene problema con los judíos.,1,0.033193930983543396,0.0019988594576716423,0.0,0.306,no tiene problema con los judíos
845,"el filme toma lugar en la tierra después del holocausto nuclear que todos sabemos, la volvió en un",0,0.06785605847835541,0.08854275196790695,0.0,0.0,el filme toma lugar en la tierra después del holocausto nuclear que todos sabemos la volvió en un
846,"yermo desértico. nuestro protagonista es madison maxwell, o mad max, abreviado.",2,0.020385706797242165,0.006648798938840628,-0.625,0.242,yermo desértico nuestro protagonista es madison maxwell o mad max abreviado
847,"a max le gusta andar por ahí, comiendo cosas organicas y hacer monólogos para sí. -mi mundo es fuego y sangre- pero estos cabeza de piel",1,0.0057356227189302444,0.006858046632260084,0.0,0.0,a max le gusta andar por ahí comiendo cosas organicas y hacer monólogos para sí mi mundo es fuego y sangre pero estos cabeza de piel
848,"le ponen un alto a eso. ellos lo llevan con su jefe, un tipo gordo llamado joe. la imperadora furio.. imper..",0,0.13822326064109802,0.06312412768602371,0.0,0.0,le ponen un alto a eso ellos lo llevan con su jefe un tipo gordo llamado joe la imperadora furio imper
849,...operadora fur...,0,0.0010214672656729817,0.0010770849185064435,0.0,0.0,operadora fur
850,"furiosa, una secuaz de confianza para joe, se va en su camión a la estación de gas. pero de pronto, joe",0,0.008155886083841324,0.075651153922081,0.0,0.0,furiosa una secuaz de confianza para joe se va en su camión a la estación de gas pero de pronto joe
851,"se da cuenta que ella se llevo a todas sus marionetas sexuales, y manda a su ejercito de marionetas de guerra",0,0.18103180825710297,0.5951110124588013,0.0,0.0,se da cuenta que ella se llevo a todas sus marionetas sexuales y manda a su ejercito de marionetas de guerra
852,"a cazarla. un soldado de ellos es nux, quien lleva a max consigo, como su ornamento de la suerte. furiosa",1,0.01919155940413475,0.009135481901466846,0.0,0.0,a cazarla un soldado de ellos es nux quien lleva a max consigo como su ornamento de la suerte furiosa
853,"maneja hacia una tormenta de arena, para escapar del ejército de joe, y nux es el único lo suficientemente psicótico",0,0.019454993307590485,0.10728667676448822,0.0,0.0,maneja hacia una tormenta de arena para escapar del ejército de joe y nux es el único lo suficientemente psicótico
854,para perseguirla. -¡que hermoso día!-pero ser psicótico tambien tiene sus lados bajos. específicamente un lado hacia arriba-abajo.,0,0.05116214230656624,0.3686088025569916,0.0,0.0,para perseguirla que hermoso díapero ser psicótico tambien tiene sus lados bajos específicamente un lado hacia arribaabajo
855,"cuando max vuelve en sí, convenientemente encuentra a furiosa y las esposas reparando su camión",1,0.03269704431295395,0.05402044951915741,0.0,0.0,cuando max vuelve en sí convenientemente encuentra a furiosa y las esposas reparando su camión
856,como a 15 metros de distancia. lo que significa que solo manejó por un segundo más,0,0.044463615864515305,0.04957488924264908,0.0,0.0,como a 15 metros de distancia lo que significa que solo manejó por un segundo más
857,"después de perder su rastro. suele suceder. max intenta robar su camión, pero furiosa le había puesto",1,0.12376143038272858,0.20454056560993195,0.0,0.0,después de perder su rastro suele suceder max intenta robar su camión pero furiosa le había puesto
858,"seguros para bebés, así que max, accede a dejarla robar su propio camión con él. joe y sus matones",1,0.08590895682573318,0.056192025542259216,0.0,0.0,seguros para bebés así que max accede a dejarla robar su propio camión con él joe y sus matones
859,"los alcanzan, y así como el proverbio ""uno más,"" la esposa embarazada, muerde el polvo.",0,0.008871401660144329,0.020757265388965607,0.0,0.0,los alcanzan y así como el proverbio uno más la esposa embarazada muerde el polvo
860,"furiosa le dice a max que iral al lugar verde, su alma mater. nux se sube de polizón al camión,",1,0.03452100604772568,0.15461066365242004,0.0,0.0,furiosa le dice a max que iral al lugar verde su alma mater nux se sube de polizón al camión
861,pero solo para encontrar un lugar para llorar los problemas que tiene con papi. la esposa pelirroja le,0,0.06957884132862091,0.0021219581831246614,0.0,0.0,pero solo para encontrar un lugar para llorar los problemas que tiene con papi la esposa pelirroja le
862,"hace ojitos a él, porque hay que afrontarlo, no hay muchos peces en el mar cuando el mar esta",1,0.18504858016967773,0.1232711523771286,0.0,0.109,hace ojitos a él porque hay que afrontarlo no hay muchos peces en el mar cuando el mar esta
863,"todo seco. mas tarde esa noche, el camión se vuelve un palo en el lodo, pero luego lo empujan",0,0.06419362872838974,0.07441281527280807,0.0,0.0,todo seco mas tarde esa noche el camión se vuelve un palo en el lodo pero luego lo empujan
864,lo empujan muy bien.,0,0.008198239840567112,0.017915818840265274,0.0,0.0,lo empujan muy bien
865,"continúan su travesía hasta que llegan con una tribu de abuelitas motociclistas, las cuales revelan que",0,0.023056212812662125,0.0806596577167511,0.0,0.0,continúan su travesía hasta que llegan con una tribu de abuelitas motociclistas las cuales revelan que
866,el pantano que pasaron es todo lo que quedo del lugar verde. esta mala noticia es mas de lo que furiosa,0,0.05513107776641846,0.1317024528980255,0.0,0.0,el pantano que pasaron es todo lo que quedo del lugar verde esta mala noticia es mas de lo que furiosa
867,"puede maniobrar. ya saben. ¿como ""mano""?",0,0.10365180671215057,0.03927064314484596,0.0,0.0,puede maniobrar ya saben como mano
868,"en el desierto, max les sugiere regresar a la casa de joe, pues esta desprotegida",1,0.03199984133243561,0.001099844230338931,0.0,0.0,en el desierto max les sugiere regresar a la casa de joe pues esta desprotegida
869,"y tiene toneladas de agua y a veces tus lentes han estado en tu cabeza todo este tiempo. lentes normales,",0,0.06399637460708618,0.011693346314132214,0.0,0.0,y tiene toneladas de agua y a veces tus lentes han estado en tu cabeza todo este tiempo lentes normales
870,no de agua.,1,0.001699987449683249,0.0011233306722715497,0.0,0.524,no de agua
871,"así que nuestros héroes retoman sus pasos y antes de que joe pudiera abrir su boca, furiosa",0,0.10804717242717743,0.31826484203338623,0.0,0.0,así que nuestros héroes retoman sus pasos y antes de que joe pudiera abrir su boca furiosa
872,"se la arranca. nux se suicida por una buena causa y max dona sangre una última vez, a pesar",1,0.0616917684674263,0.05155708268284798,0.0,0.0,se la arranca nux se suicida por una buena causa y max dona sangre una última vez a pesar
873,"de no recibir un alimento complementario. regresan a la ciudadela como héroes, pero",1,0.002375546842813492,0.045454345643520355,0.0,0.155,de no recibir un alimento complementario regresan a la ciudadela como héroes pero
874,max se va para empezar a trabajar en la secuela.,1,0.02003449946641922,0.016842812299728394,0.0,0.0,max se va para empezar a trabajar en la secuela
875,"la maquinaria estilizada, armas y artillería de mad max son características del dieselpunk,",2,0.01445180457085371,0.002859569853171706,-0.625,0.211,la maquinaria estilizada armas y artillería de mad max son características del dieselpunk
876,un género que muestra la tecnología y la estética de la pre-guerra en la tierra de 1940. la cual es también,0,0.0019671630579978228,0.050071217119693756,0.0,0.0,un género que muestra la tecnología y la estética de la preguerra en la tierra de 1940 la cual es también
877,la post-guerra si lo piensas bien. pero en vez de el cromo brillante usado tradicionalmente para,0,0.013913699425756931,0.12253036350011826,0.0,0.0,la postguerra si lo piensas bien pero en vez de el cromo brillante usado tradicionalmente para
878,"reflejar el optimismo de esa era, mad max muestra artilugios sucios sin reparar que",2,0.06822759658098221,0.041531916707754135,-0.625,0.362,reflejar el optimismo de esa era mad max muestra artilugios sucios sin reparar que
879,dibujan una sociedad post-apocalíptica con poca esperanza y toneladas de arena en las grietas de las personas.,0,0.0026669504586607218,0.014774159528315067,0.0,0.0,dibujan una sociedad postapocalíptica con poca esperanza y toneladas de arena en las grietas de las personas
880,"aquí, todo lo que queda de los días de gloria son máquinas a base de petróleo lo cual, irónicamente,",1,0.012306887656450272,0.0363413468003273,-0.8,0.0,aquí todo lo que queda de los días de gloria son máquinas a base de petróleo lo cual irónicamente
881,"contribuyeron bastante al colapso de la sociedad en primera instancia, junto con la soda dietética y los",0,0.002945133252069354,0.052367012947797775,0.0,0.0,contribuyeron bastante al colapso de la sociedad en primera instancia junto con la soda dietética y los
882,listicles.,0,0.15631166100502014,0.01591230370104313,0.0,0.0,listicles
883,"estás máquinas de gasolina son tan integrales para la sobrevivencia de la estructura de poder de joe, que",0,0.007809338625520468,0.007805312983691692,0.0,0.0,estás máquinas de gasolina son tan integrales para la sobrevivencia de la estructura de poder de joe que
884,"la gente ha llegado a adorarlas, como lo harían con un samsung galaxy note. su sistema de creencia",0,0.0037171144504100084,0.08248037099838257,0.0,0.0,la gente ha llegado a adorarlas como lo harían con un samsung galaxy note su sistema de creencia
885,"se apropia del vocabulario de religiones paganas, las cuales usualmente adoraban la generosidad",0,0.014536850154399872,0.02424507960677147,0.0,0.0,se apropia del vocabulario de religiones paganas las cuales usualmente adoraban la generosidad
886,"de la naturaleza. se refieren a los fabricantes de balas como ""granjeros"", y a las balas como las ""antisemillas"".",0,0.0010028219548985362,0.019222864881157875,0.0,0.0,de la naturaleza se refieren a los fabricantes de balas como granjeros y a las balas como las antisemillas
887,"""antisemillas"" es también la manera en que mi esposa me llama durante mas de una cita con el médico.",0,0.010226285085082054,0.36563947796821594,0.0,0.0,antisemillas es también la manera en que mi esposa me llama durante mas de una cita con el médico
888,"joe usa esta ideología y su burla de todas las cosas orgánicas para justificar su acaparamiento de recursos -no se vuelvan adictos al agua, se apoderará de ustedes-",1,0.006758151110261679,0.10476802289485931,0.0,0.0,joe usa esta ideología y su burla de todas las cosas orgánicas para justificar su acaparamiento de recursos no se vuelvan adictos al agua se apoderará de ustedes
889,"esclavizando a trabajadores, y haciendo guerras.",0,0.005516997072845697,0.123712457716465,0.0,0.0,esclavizando a trabajadores y haciendo guerras
890,"el filme examina temas de objetivación. joe mantiene a un grupo de concubinas, que funcionan como",0,0.002220934024080634,0.10378024727106094,0.0,0.0,el filme examina temas de objetivación joe mantiene a un grupo de concubinas que funcionan como
891,"""criadoras"" de futuros guerreros, guardándolas dentro de una bóveda de banco gigante como si fueran",0,0.01126313116401434,0.2241896688938141,0.0,0.0,criadoras de futuros guerreros guardándolas dentro de una bóveda de banco gigante como si fueran
892,"joyas, o un cheque proporcionado por el gobierno. des humaniza a otras mujeres ordeñandolas, como",0,0.033197443932294846,0.044818755239248276,0.0,0.0,joyas o un cheque proporcionado por el gobierno des humaniza a otras mujeres ordeñandolas como
893,"si fueran vacas para obtener ""leche de madre"" para ponerla en su ""inmortan cereal""",0,0.06325087696313858,0.20593291521072388,0.0,0.0,si fueran vacas para obtener leche de madre para ponerla en su inmortan cereal
894,"pero bajo el régimen totalmente totalitario de joe, no son solo las mujeres las que son usadas por sus fluidos.",1,0.05543683469295502,0.025694403797388077,0.0,0.104,pero bajo el régimen totalmente totalitario de joe no son solo las mujeres las que son usadas por sus fluidos
895,"hombres como max, son reducidos a nada más que una fuente de sangre gratis. incluso",1,0.112030990421772,0.06017393246293068,0.0,0.0,hombres como max son reducidos a nada más que una fuente de sangre gratis incluso
896,"los war boys son objetivados, convertidos en piezas caras de ajedrez, motorizadas por betún de pastel.",0,0.0347914919257164,0.026811949908733368,0.0,0.206,los war boys son objetivados convertidos en piezas caras de ajedrez motorizadas por betún de pastel
897,"al final, el filme expone un mensaje igualitario: se necesita a un hombre y a una mujer, ambos",0,0.011242047883570194,0.04981956630945206,0.0,0.0,al final el filme expone un mensaje igualitario se necesita a un hombre y a una mujer ambos
898,"que entienden la indignidad de la opresión, para hacer al bebé, llamado justicia. aunque de nuevo,",0,0.01698289066553116,0.014508910477161407,0.0,0.0,que entienden la indignidad de la opresión para hacer al bebé llamado justicia aunque de nuevo
899,la justicia es ciega. así que probablemente éste tipo sea justicia.,0,0.010961184278130531,0.007369870785623789,0.0,0.0,la justicia es ciega así que probablemente éste tipo sea justicia
900,"no lo se. para earthling cinema, soy garyx wormuloid.",1,0.021152785047888756,0.037276577204465866,0.0,0.216,no lo se para earthling cinema soy garyx wormuloid
901,[ music ],0,0.0006858537090010941,0.00043006116175092757,0.0,0.0, music 
902,the favourite directed by yorgos lanthimos,0,0.001798925455659628,0.0024271681904792786,0.0,0.0,the favourite directed by yorgos lanthimos
903,"it is tragic and at times bizarre, but it",0,0.000794190214946866,0.00035739183658733964,-0.175,0.343,it is tragic and at times bizarre but it
904,you are transported to 18th century england.,0,0.00279628811404109,0.0011045486899092793,0.0,0.0,you are transported to 18th century england
905,the story centers around two women who jockey,1,0.005835557822138071,0.01612422987818718,0.0,0.0,the story centers around two women who jockey
906,"""favourite.""",0,0.0006960120517760515,0.03427032381296158,0.0,0.0,favourite
907,it is the early 1700's and england's queen,0,0.0009156155283562839,0.0005684992065653205,0.1,0.0,it is the early 1700's and england's queen
908,. . or is she?,0,0.0014392518205568194,0.000837398343719542,0.0,0.0,  or is she
909,this delightful story highlights the dynamics,1,0.0005674957646988332,0.00033192450064234436,1.0,0.0,this delightful story highlights the dynamics
910,and sarah churchill.,0,0.000725532416254282,0.006386208347976208,0.0,0.0,and sarah churchill
911,the name churchill will ring a bell as her,0,0.002496337052434683,0.05127821862697601,0.0,0.0,the name churchill will ring a bell as her
912,like the late princess diana and former,0,0.0007670189952477813,0.001919892500154674,-0.15,0.0,like the late princess diana and former
913,olivia colman as the queen brings layers of,0,0.0006281006499193609,0.002384679391980171,0.0,0.0,olivia colman as the queen brings layers of
914,"the role, not to mention the 35 pounds she",1,0.0008171475492417812,0.0005568059277720749,0.0,0.0,the role not to mention the 35 pounds she
915,queen anne who was plagued with poor health,1,0.011030109599232674,0.031139953061938286,-0.4,0.307,queen anne who was plagued with poor health
916,"because of colman's brilliant performance,",0,0.0006443128804676235,0.00046976798330433667,0.9,0.0,because of colman's brilliant performance
917,"sometimes outlandish, unpredictable, and always",0,0.0008793413871899247,0.0003321454569231719,-0.16666666666666666,0.0,sometimes outlandish unpredictable and always
918,"even when the queen is lonely, and depressed",0,0.018337061628699303,0.006747379433363676,-0.09999999999999998,0.492,even when the queen is lonely and depressed
